Site.id;Stream;Site;Date;Taxon_genus;Concentration;Treatment;Replicate;Individuals;Alive_96;Immobile_96;Dead_96;abundance
23;Modenbach;Refuge;18062019;Gammarus sp;63;D;1;5;5;0;0;high
23;Modenbach;Refuge;18062019;Gammarus sp;63;D;2;5;5;0;0;high
23;Modenbach;Refuge;18062019;Gammarus sp;63;D;3;5;5;0;0;high
23;Modenbach;Refuge;18062019;Gammarus sp;63;D;4;5;3;0;2;high
63;Otterbach;Refuge;22072019;Gammarus sp;63;D;1;5;5;0;0;high
63;Otterbach;Refuge;22072019;Gammarus sp;63;D;2;5;4;0;1;high
63;Otterbach;Refuge;22072019;Gammarus sp;63;D;3;5;5;0;0;high
63;Otterbach;Refuge;22072019;Gammarus sp;63;D;4;5;4;0;1;high
53;Russbach;Refuge;9072019;Gammarus sp;63;D;1;5;4;0;1;high
53;Russbach;Refuge;9072019;Gammarus sp;63;D;2;5;2;0;3;high
53;Russbach;Refuge;9072019;Gammarus sp;63;D;3;5;5;0;0;high
53;Russbach;Refuge;9072019;Gammarus sp;63;D;4;5;3;0;2;high
33;Triefenbach;Refuge;25062019;Gammarus sp;63;D;1;5;5;0;0;high
33;Triefenbach;Refuge;25062019;Gammarus sp;63;D;2;5;4;0;1;high
33;Triefenbach;Refuge;25062019;Gammarus sp;63;D;3;5;4;0;1;high
33;Triefenbach;Refuge;25062019;Gammarus sp;63;D;4;5;5;1;0;high
11;Hainbach;Agriculture;11062019;Gammarus sp;189;E;1;5;5;0;0;high
11;Hainbach;Agriculture;11062019;Gammarus sp;189;E;2;5;5;0;0;high
11;Hainbach;Agriculture;11062019;Gammarus sp;189;E;3;4;4;0;0;high
11;Hainbach;Agriculture;11062019;Gammarus sp;189;E;4;5;4;0;1;high
41;Kropsbach;Agriculture;2072019;Gammarus sp;189;E;1;5;4;1;1;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;189;E;2;5;4;0;1;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;189;E;3;5;5;0;0;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;189;E;4;5;3;0;2;low
21;Modenbach;Agriculture;18062019;Gammarus sp;189;E;1;5;5;0;0;high
21;Modenbach;Agriculture;18062019;Gammarus sp;189;E;2;5;4;1;1;high
21;Modenbach;Agriculture;18062019;Gammarus sp;189;E;3;5;4;3;1;high
21;Modenbach;Agriculture;18062019;Gammarus sp;189;E;4;5;4;0;1;high
61;Otterbach;Agriculture;22072019;Gammarus sp;189;E;1;5;3;0;2;low
61;Otterbach;Agriculture;22072019;Gammarus sp;189;E;2;5;4;0;1;low
61;Otterbach;Agriculture;22072019;Gammarus sp;189;E;3;5;5;0;0;low
61;Otterbach;Agriculture;22072019;Gammarus sp;189;E;4;5;4;1;1;low
51;Russbach;Agriculture;9072019;Gammarus sp;189;E;1;5;4;0;1;low
51;Russbach;Agriculture;9072019;Gammarus sp;189;E;2;5;4;0;1;low
51;Russbach;Agriculture;9072019;Gammarus sp;189;E;3;5;3;0;2;low
51;Russbach;Agriculture;9072019;Gammarus sp;189;E;4;5;4;0;1;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;189;E;1;5;4;2;1;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;189;E;2;5;4;0;1;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;189;E;3;5;4;1;1;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;189;E;4;5;4;0;1;low
12;Hainbach;Edge;11062019;Gammarus sp;189;E;1;5;3;2;2;high
12;Hainbach;Edge;11062019;Gammarus sp;189;E;2;5;4;0;1;high
12;Hainbach;Edge;11062019;Gammarus sp;189;E;3;5;0;0;5;high
12;Hainbach;Edge;11062019;Gammarus sp;189;E;4;5;3;1;2;high
42;Kropsbach;Edge;2072019;Gammarus sp;189;E;1;6;4;0;2;high
42;Kropsbach;Edge;2072019;Gammarus sp;189;E;2;5;5;0;0;high
42;Kropsbach;Edge;2072019;Gammarus sp;189;E;3;5;5;0;0;high
42;Kropsbach;Edge;2072019;Gammarus sp;189;E;4;5;5;0;0;high
22;Modenbach;Edge;18062019;Gammarus sp;189;E;4;5;5;2;0;high
22;Modenbach;Edge;18062019;Gammarus sp;189;E;1;5;3;0;2;high
22;Modenbach;Edge;18062019;Gammarus sp;189;E;2;5;5;1;0;high
22;Modenbach;Edge;18062019;Gammarus sp;189;E;3;5;4;1;1;high
62;Otterbach;Edge;22072019;Gammarus sp;189;E;1;5;4;0;1;high
62;Otterbach;Edge;22072019;Gammarus sp;189;E;2;5;4;0;1;high
62;Otterbach;Edge;22072019;Gammarus sp;189;E;3;5;5;3;0;high
62;Otterbach;Edge;22072019;Gammarus sp;189;E;4;5;4;0;1;high
52;Russbach;Edge;9072019;Gammarus sp;189;E;1;5;4;1;1;high
52;Russbach;Edge;9072019;Gammarus sp;189;E;2;5;4;0;1;high
52;Russbach;Edge;9072019;Gammarus sp;189;E;3;5;4;1;1;high
52;Russbach;Edge;9072019;Gammarus sp;189;E;4;5;3;0;2;high
32;Triefenbach;Edge;25062019;Gammarus sp;189;E;1;5;2;1;3;high
32;Triefenbach;Edge;25062019;Gammarus sp;189;E;2;5;4;1;1;high
32;Triefenbach;Edge;25062019;Gammarus sp;189;E;3;5;3;0;2;high
32;Triefenbach;Edge;25062019;Gammarus sp;189;E;4;5;4;3;1;high
13;Hainbach;Refuge;11062019;Gammarus sp;189;E;2;5;2;0;3;high
13;Hainbach;Refuge;11062019;Gammarus sp;189;E;3;5;4;1;1;high
13;Hainbach;Refuge;11062019;Gammarus sp;189;E;1;5;5;0;0;high
13;Hainbach;Refuge;11062019;Gammarus sp;189;E;4;5;5;0;0;high
43;Kropsbach;Refuge;2072019;Gammarus sp;189;E;1;5;3;1;2;high
43;Kropsbach;Refuge;2072019;Gammarus sp;189;E;2;5;2;0;3;high
43;Kropsbach;Refuge;2072019;Gammarus sp;189;E;3;5;3;0;2;high
43;Kropsbach;Refuge;2072019;Gammarus sp;189;E;4;5;4;0;1;high
23;Modenbach;Refuge;18062019;Gammarus sp;189;E;1;5;5;0;0;high
23;Modenbach;Refuge;18062019;Gammarus sp;189;E;2;5;4;0;1;high
23;Modenbach;Refuge;18062019;Gammarus sp;189;E;3;5;3;3;2;high
63;Otterbach;Refuge;22072019;Gammarus sp;189;E;1;5;5;0;0;high
63;Otterbach;Refuge;22072019;Gammarus sp;189;E;2;5;0;0;5;high
63;Otterbach;Refuge;22072019;Gammarus sp;189;E;3;5;4;1;1;high
63;Otterbach;Refuge;22072019;Gammarus sp;189;E;4;5;4;1;1;high
53;Russbach;Refuge;9072019;Gammarus sp;189;E;1;5;4;0;1;high
53;Russbach;Refuge;9072019;Gammarus sp;189;E;2;5;3;1;2;high
53;Russbach;Refuge;9072019;Gammarus sp;189;E;3;5;4;0;1;high
53;Russbach;Refuge;9072019;Gammarus sp;189;E;4;5;3;0;2;high
33;Triefenbach;Refuge;25062019;Gammarus sp;189;E;1;5;1;0;4;high
33;Triefenbach;Refuge;25062019;Gammarus sp;189;E;2;5;4;0;1;high
33;Triefenbach;Refuge;25062019;Gammarus sp;189;E;3;5;3;0;2;high
33;Triefenbach;Refuge;25062019;Gammarus sp;189;E;4;5;4;1;1;high
11;Hainbach;Agriculture;11062019;Gammarus sp;567;F;1;6;3;3;3;high
11;Hainbach;Agriculture;11062019;Gammarus sp;567;F;2;5;5;0;0;high
11;Hainbach;Agriculture;11062019;Gammarus sp;567;F;3;5;1;1;4;high
11;Hainbach;Agriculture;11062019;Gammarus sp;567;F;4;5;2;2;3;high
41;Kropsbach;Agriculture;2072019;Gammarus sp;567;F;1;5;1;1;4;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;567;F;2;5;1;1;4;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;567;F;3;5;2;2;3;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;567;F;4;5;0;0;5;low
21;Modenbach;Agriculture;18062019;Gammarus sp;567;F;1;5;4;4;1;high
21;Modenbach;Agriculture;18062019;Gammarus sp;567;F;2;5;2;2;3;high
21;Modenbach;Agriculture;18062019;Gammarus sp;567;F;3;5;2;2;3;high
21;Modenbach;Agriculture;18062019;Gammarus sp;567;F;4;5;2;2;3;high
61;Otterbach;Agriculture;22072019;Gammarus sp;567;F;1;5;0;0;5;low
61;Otterbach;Agriculture;22072019;Gammarus sp;567;F;2;5;2;2;3;low
61;Otterbach;Agriculture;22072019;Gammarus sp;567;F;3;5;0;0;5;low
61;Otterbach;Agriculture;22072019;Gammarus sp;567;F;4;5;0;0;5;low
51;Russbach;Agriculture;9072019;Gammarus sp;567;F;1;5;3;0;2;low
51;Russbach;Agriculture;9072019;Gammarus sp;567;F;2;5;4;4;1;low
51;Russbach;Agriculture;9072019;Gammarus sp;567;F;3;5;2;2;3;low
51;Russbach;Agriculture;9072019;Gammarus sp;567;F;4;5;3;3;2;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;567;F;1;5;1;1;4;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;567;F;2;5;3;3;2;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;567;F;3;5;1;1;4;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;567;F;4;5;2;2;3;low
12;Hainbach;Edge;11062019;Gammarus sp;567;F;1;5;0;0;5;high
12;Hainbach;Edge;11062019;Gammarus sp;567;F;2;5;0;0;5;high
12;Hainbach;Edge;11062019;Gammarus sp;567;F;3;5;0;0;5;high
12;Hainbach;Edge;11062019;Gammarus sp;567;F;4;5;4;4;1;high
42;Kropsbach;Edge;2072019;Gammarus sp;567;F;1;5;4;4;1;high
42;Kropsbach;Edge;2072019;Gammarus sp;567;F;2;5;4;0;1;high
42;Kropsbach;Edge;2072019;Gammarus sp;567;F;3;5;3;3;2;high
42;Kropsbach;Edge;2072019;Gammarus sp;567;F;4;5;2;2;3;high
22;Modenbach;Edge;18062019;Gammarus sp;567;F;3;5;4;4;1;high
22;Modenbach;Edge;18062019;Gammarus sp;567;F;1;5;4;3;1;high
22;Modenbach;Edge;18062019;Gammarus sp;567;F;2;5;0;0;5;high
22;Modenbach;Edge;18062019;Gammarus sp;567;F;4;5;4;4;1;high
62;Otterbach;Edge;22072019;Gammarus sp;567;F;1;5;3;3;2;high
62;Otterbach;Edge;22072019;Gammarus sp;567;F;2;5;4;4;1;high
62;Otterbach;Edge;22072019;Gammarus sp;567;F;3;5;4;4;1;high
62;Otterbach;Edge;22072019;Gammarus sp;567;F;4;5;4;4;1;high
52;Russbach;Edge;9072019;Gammarus sp;567;F;1;5;3;3;2;high
52;Russbach;Edge;9072019;Gammarus sp;567;F;2;5;2;2;3;high
52;Russbach;Edge;9072019;Gammarus sp;567;F;3;5;4;4;1;high
52;Russbach;Edge;9072019;Gammarus sp;567;F;4;5;2;2;3;high
23;Modenbach;Refuge;18062019;Gammarus sp;189;E;4;5;5;0;0;high
32;Triefenbach;Edge;25062019;Gammarus sp;567;F;1;5;0;0;5;high
32;Triefenbach;Edge;25062019;Gammarus sp;567;F;2;5;3;3;2;high
32;Triefenbach;Edge;25062019;Gammarus sp;567;F;3;5;2;2;3;high
32;Triefenbach;Edge;25062019;Gammarus sp;567;F;4;5;1;1;4;high
13;Hainbach;Refuge;11062019;Gammarus sp;567;F;1;5;4;4;1;high
13;Hainbach;Refuge;11062019;Gammarus sp;567;F;2;5;5;5;0;high
13;Hainbach;Refuge;11062019;Gammarus sp;567;F;3;5;3;3;2;high
13;Hainbach;Refuge;11062019;Gammarus sp;567;F;4;5;2;2;3;high
43;Kropsbach;Refuge;2072019;Gammarus sp;567;F;1;5;3;3;2;high
43;Kropsbach;Refuge;2072019;Gammarus sp;567;F;2;5;3;3;2;high
43;Kropsbach;Refuge;2072019;Gammarus sp;567;F;3;5;4;4;1;high
43;Kropsbach;Refuge;2072019;Gammarus sp;567;F;4;5;2;2;3;high
23;Modenbach;Refuge;18062019;Gammarus sp;567;F;1;5;2;2;3;high
23;Modenbach;Refuge;18062019;Gammarus sp;567;F;2;5;3;3;2;high
23;Modenbach;Refuge;18062019;Gammarus sp;567;F;3;5;3;3;2;high
23;Modenbach;Refuge;18062019;Gammarus sp;567;F;4;5;0;0;5;high
63;Otterbach;Refuge;22072019;Gammarus sp;567;F;1;5;4;4;1;high
63;Otterbach;Refuge;22072019;Gammarus sp;567;F;2;5;4;4;1;high
63;Otterbach;Refuge;22072019;Gammarus sp;567;F;3;5;5;5;0;high
63;Otterbach;Refuge;22072019;Gammarus sp;567;F;4;5;4;4;1;high
53;Russbach;Refuge;9072019;Gammarus sp;567;F;1;5;3;3;2;high
53;Russbach;Refuge;9072019;Gammarus sp;567;F;2;5;5;5;0;high
53;Russbach;Refuge;9072019;Gammarus sp;567;F;3;5;3;3;2;high
53;Russbach;Refuge;9072019;Gammarus sp;567;F;4;5;3;3;2;high
33;Triefenbach;Refuge;25062019;Gammarus sp;567;F;1;5;2;2;3;high
33;Triefenbach;Refuge;25062019;Gammarus sp;567;F;2;5;3;3;2;high
33;Triefenbach;Refuge;25062019;Gammarus sp;567;F;3;5;2;2;3;high
33;Triefenbach;Refuge;25062019;Gammarus sp;567;F;4;5;5;5;0;high
11;Hainbach;Agriculture;11062019;Gammarus sp;1701;G;1;6;0;0;6;high
11;Hainbach;Agriculture;11062019;Gammarus sp;1701;G;2;5;0;0;5;high
11;Hainbach;Agriculture;11062019;Gammarus sp;1701;G;3;5;0;0;5;high
11;Hainbach;Agriculture;11062019;Gammarus sp;1701;G;4;5;0;0;5;high
41;Kropsbach;Agriculture;2072019;Gammarus sp;1701;G;1;5;0;0;5;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;1701;G;2;5;2;2;3;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;1701;G;3;5;0;0;5;low
41;Kropsbach;Agriculture;2072019;Gammarus sp;1701;G;4;5;0;0;5;low
21;Modenbach;Agriculture;18062019;Gammarus sp;1701;G;1;5;0;0;5;high
21;Modenbach;Agriculture;18062019;Gammarus sp;1701;G;2;5;2;2;3;high
21;Modenbach;Agriculture;18062019;Gammarus sp;1701;G;3;5;0;0;5;high
21;Modenbach;Agriculture;18062019;Gammarus sp;1701;G;4;5;1;1;4;high
61;Otterbach;Agriculture;22072019;Gammarus sp;1701;G;1;5;1;1;4;low
61;Otterbach;Agriculture;22072019;Gammarus sp;1701;G;2;5;2;2;3;low
61;Otterbach;Agriculture;22072019;Gammarus sp;1701;G;3;5;3;3;2;low
61;Otterbach;Agriculture;22072019;Gammarus sp;1701;G;4;5;0;0;5;low
51;Russbach;Agriculture;9072019;Gammarus sp;1701;G;1;5;0;0;5;low
51;Russbach;Agriculture;9072019;Gammarus sp;1701;G;2;5;2;2;3;low
51;Russbach;Agriculture;9072019;Gammarus sp;1701;G;3;5;0;0;5;low
51;Russbach;Agriculture;9072019;Gammarus sp;1701;G;4;5;0;0;5;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;1701;G;1;5;0;0;5;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;1701;G;2;5;0;0;5;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;1701;G;3;5;0;0;5;low
31;Triefenbach;Agriculture;25062019;Gammarus sp;1701;G;4;5;0;0;5;low
12;Hainbach;Edge;11062019;Gammarus sp;1701;G;3;5;0;0;5;high
12;Hainbach;Edge;11062019;Gammarus sp;1701;G;1;5;0;0;5;high
12;Hainbach;Edge;11062019;Gammarus sp;1701;G;2;5;0;0;5;high
12;Hainbach;Edge;11062019;Gammarus sp;1701;G;4;5;0;0;5;high
42;Kropsbach;Edge;2072019;Gammarus sp;1701;G;1;5;0;0;5;high
42;Kropsbach;Edge;2072019;Gammarus sp;1701;G;2;5;1;1;4;high
42;Kropsbach;Edge;2072019;Gammarus sp;1701;G;3;5;3;3;2;high
42;Kropsbach;Edge;2072019;Gammarus sp;1701;G;4;5;1;1;4;high
22;Modenbach;Edge;18062019;Gammarus sp;1701;G;1;5;0;0;5;high
22;Modenbach;Edge;18062019;Gammarus sp;1701;G;2;5;1;1;4;high
22;Modenbach;Edge;18062019;Gammarus sp;1701;G;3;5;0;0;5;high
22;Modenbach;Edge;18062019;Gammarus sp;1701;G;4;5;0;0;5;high
62;Otterbach;Edge;22072019;Gammarus sp;1701;G;1;5;0;0;5;high
62;Otterbach;Edge;22072019;Gammarus sp;1701;G;2;5;3;3;2;high
62;Otterbach;Edge;22072019;Gammarus sp;1701;G;3;5;2;2;3;high
62;Otterbach;Edge;22072019;Gammarus sp;1701;G;4;5;0;0;5;high
52;Russbach;Edge;9072019;Gammarus sp;1701;G;1;5;5;5;0;high
52;Russbach;Edge;9072019;Gammarus sp;1701;G;2;5;0;0;5;high
52;Russbach;Edge;9072019;Gammarus sp;1701;G;3;5;0;0;5;high
52;Russbach;Edge;9072019;Gammarus sp;1701;G;4;5;2;2;3;high
32;Triefenbach;Edge;25062019;Gammarus sp;1701;G;1;5;0;0;5;high
32;Triefenbach;Edge;25062019;Gammarus sp;1701;G;2;5;0;0;5;high
32;Triefenbach;Edge;25062019;Gammarus sp;1701;G;3;5;0;0;5;high
32;Triefenbach;Edge;25062019;Gammarus sp;1701;G;4;5;0;0;5;high
13;Hainbach;Refuge;11062019;Gammarus sp;1701;G;1;5;3;3;2;high
13;Hainbach;Refuge;11062019;Gammarus sp;1701;G;2;5;4;4;1;high
13;Hainbach;Refuge;11062019;Gammarus sp;1701;G;3;5;0;0;5;high
13;Hainbach;Refuge;11062019;Gammarus sp;1701;G;4;5;0;0;5;high
43;Kropsbach;Refuge;2072019;Gammarus sp;1701;G;1;5;0;0;5;high
43;Kropsbach;Refuge;2072019;Gammarus sp;1701;G;2;5;0;0;5;high
43;Kropsbach;Refuge;2072019;Gammarus sp;1701;G;3;5;1;1;4;high
43;Kropsbach;Refuge;2072019;Gammarus sp;1701;G;4;5;1;1;4;high
23;Modenbach;Refuge;18062019;Gammarus sp;1701;G;1;5;0;0;5;high
23;Modenbach;Refuge;18062019;Gammarus sp;1701;G;2;5;2;2;3;high
23;Modenbach;Refuge;18062019;Gammarus sp;1701;G;3;5;2;2;3;high
23;Modenbach;Refuge;18062019;Gammarus sp;1701;G;4;5;2;2;3;high
63;Otterbach;Refuge;22072019;Gammarus sp;1701;G;1;5;0;0;5;high
63;Otterbach;Refuge;22072019;Gammarus sp;1701;G;2;5;1;1;4;high
63;Otterbach;Refuge;22072019;Gammarus sp;1701;G;3;5;2;2;3;high
63;Otterbach;Refuge;22072019;Gammarus sp;1701;G;4;5;1;1;4;high
53;Russbach;Refuge;9072019;Gammarus sp;1701;G;1;5;2;2;3;high
53;Russbach;Refuge;9072019;Gammarus sp;1701;G;2;5;1;1;4;high
53;Russbach;Refuge;9072019;Gammarus sp;1701;G;3;5;1;1;4;high
53;Russbach;Refuge;9072019;Gammarus sp;1701;G;4;5;2;2;3;high
33;Triefenbach;Refuge;25062019;Gammarus sp;1701;G;1;5;0;0;5;high
33;Triefenbach;Refuge;25062019;Gammarus sp;1701;G;2;5;0;0;5;high
33;Triefenbach;Refuge;25062019;Gammarus sp;1701;G;3;5;0;0;5;high
33;Triefenbach;Refuge;25062019;Gammarus sp;1701;G;4;5;0;0;5;high
41;Kropsbach;Agriculture;3072019;Gammarus sp;1134;Z;1;5;0;0;5;low
41;Kropsbach;Agriculture;3072019;Gammarus sp;1134;Z;2;5;0;0;5;low
41;Kropsbach;Agriculture;3072019;Gammarus sp;1134;Z;3;5;0;0;5;low
41;Kropsbach;Agriculture;3072019;Gammarus sp;1134;Z;4;6;0;0;6;low
61;Otterbach;Agriculture;22072019;Gammarus sp;1134;Z;1;5;1;1;4;low
61;Otterbach;Agriculture;22072019;Gammarus sp;1134;Z;2;5;1;1;4;low
61;Otterbach;Agriculture;22072019;Gammarus sp;1134;Z;3;5;1;1;4;low
61;Otterbach;Agriculture;22072019;Gammarus sp;1134;Z;4;5;2;2;3;low
51;Russbach;Agriculture;9072019;Gammarus sp;1134;Z;1;5;0;0;5;low
51;Russbach;Agriculture;9072019;Gammarus sp;1134;Z;2;5;0;0;5;low
51;Russbach;Agriculture;9072019;Gammarus sp;1134;Z;3;5;1;1;4;low
51;Russbach;Agriculture;9072019;Gammarus sp;1134;Z;4;5;2;2;3;low
42;Kropsbach;Edge;3072019;Gammarus sp;1134;Z;1;5;0;0;5;high
42;Kropsbach;Edge;3072019;Gammarus sp;1134;Z;2;5;1;1;4;high
42;Kropsbach;Edge;3072019;Gammarus sp;1134;Z;3;5;0;0;5;high
42;Kropsbach;Edge;3072019;Gammarus sp;1134;Z;4;5;2;2;3;high
62;Otterbach;Edge;22072019;Gammarus sp;1134;Z;1;5;5;5;0;high
62;Otterbach;Edge;22072019;Gammarus sp;1134;Z;2;5;4;4;1;high
62;Otterbach;Edge;22072019;Gammarus sp;1134;Z;3;5;4;4;1;high
62;Otterbach;Edge;22072019;Gammarus sp;1134;Z;4;5;2;2;3;high
52;Russbach;Edge;9072019;Gammarus sp;1134;Z;1;5;0;0;5;high
52;Russbach;Edge;9072019;Gammarus sp;1134;Z;2;5;1;1;4;high
52;Russbach;Edge;9072019;Gammarus sp;1134;Z;3;5;0;0;5;high
52;Russbach;Edge;9072019;Gammarus sp;1134;Z;4;5;3;3;2;high
43;Kropsbach;Refuge;3072019;Gammarus sp;1134;Z;1;5;0;0;5;high
43;Kropsbach;Refuge;3072019;Gammarus sp;1134;Z;2;5;2;2;3;high
43;Kropsbach;Refuge;3072019;Gammarus sp;1134;Z;3;5;0;0;5;high
43;Kropsbach;Refuge;3072019;Gammarus sp;1134;Z;4;6;4;4;2;high
63;Otterbach;Refuge;22072019;Gammarus sp;1134;Z;1;5;0;0;5;high
63;Otterbach;Refuge;22072019;Gammarus sp;1134;Z;2;5;3;3;2;high
63;Otterbach;Refuge;22072019;Gammarus sp;1134;Z;3;5;3;3;2;high
63;Otterbach;Refuge;22072019;Gammarus sp;1134;Z;4;5;2;2;3;high
53;Russbach;Refuge;9072019;Gammarus sp;1134;Z;1;5;5;5;0;high
53;Russbach;Refuge;9072019;Gammarus sp;1134;Z;2;5;3;3;2;high
53;Russbach;Refuge;9072019;Gammarus sp;1134;Z;3;5;2;2;3;high
53;Russbach;Refuge;9072019;Gammarus sp;1134;Z;4;5;2;2;3;high
